10000	1576
10100	1742
10200	1318
10300	1775
10400	1288
10500	1497
10600	1387
10700	1431
10800	1638
10900	1577
11000	1665
11100	1446
11200	1467
11300	1663
11400	1632
11500	1493
11600	1527
11700	1209
11800	1403
11900	1418
12000	1590
12100	1314
12200	1734
12300	1661
12400	1430
12500	1452
12600	1229
12700	1309
12800	1514
12900	1902
13000	1228
13100	1256
13200	1354
13300	1555
13400	1690
13500	1264
13600	1445
13700	1460
13800	1457
13900	1662
14000	1494
14100	1352
14200	1461
14300	1532
14400	1381
14500	1322
14600	1488
14700	2751
14800	1901
14900	1690
15000	1726
15100	1431
15200	1451
15300	1526
15400	2076
15500	2888
15600	2505
15700	1763
15800	1533
15900	1816
16000	1698
16100	1822
16200	1995
16300	1909
16400	1914
16500	2306
16600	2348
16700	2603
16800	2161
16900	2779
17000	1881
17100	1915
17200	1557
17300	1898
17400	1731
17500	1799
17600	2241
17700	2926
17800	1987
17900	1786
18000	2274
18100	1881
18200	3969
18300	2087
18400	2271
18500	2483
18600	2069
18700	1748
18800	1801
18900	3274
19000	2323
19100	4582
19200	2352
19300	2609
19400	2032
19500	2266
19600	2146
19700	1660
19800	1754
19900	1710
20000	1773
20100	1654
20200	1843
20300	1774
20400	2524
20500	2080
20600	2268
20700	2040
20800	2179
20900	4805
21000	2290
21100	2301
21200	2577
21300	2009
21400	1951
21500	2564
21600	1821
21700	2102
21800	2107
21900	2861
22000	2809
22100	2306
22200	2458
22300	2546
22400	1927
22500	1933
22600	2671
22700	2833
22800	2473
22900	2594
23000	2011
23100	2754
23200	2746
23300	2730
23400	2222
23500	2052
23600	1840
23700	2339
23800	2453
23900	2444
24000	1914
24100	1757
24200	2028
24300	2710
24400	2154
24500	2498
24600	2491
24700	2530
24800	2934
24900	1992
25000	2256
25100	2108
25200	2257
25300	1877
25400	2727
25500	2596
25600	2456
25700	2104
25800	2141
25900	2175
26000	3267
26100	1940
26200	2273
26300	1593
26400	2088
26500	3197
26600	3003
26700	3205
26800	2734
26900	2874
27000	2564
27100	2493
27200	2788
27300	2146
27400	2246
27500	2571
27600	3298
27700	2726
27800	3184
27900	3191
28000	2837
28100	2917
28200	2891
28300	2523
28400	3227
28500	3446
28600	3224
28700	3139
28800	4470
28900	2072
29000	2545
29100	2993
29200	2886
29300	3845
29400	2551
29500	2443
29600	2662
29700	3631
29800	2867
29900	2566
30000	2496
30100	2714
30200	4924
30300	2902
30400	3022
30500	2797
30600	3949
30700	2935
30800	3058
30900	3012
31000	3059
31100	2787
31200	2942
31300	3871
31400	4581
31500	3449
31600	3264
31700	4211
31800	3653
31900	2825
32000	3191
32100	2734
32200	3638
32300	2855
32400	3034
32500	3174
32600	4982
32700	3184
32800	3484
32900	3604
33000	4787
33100	3799
33200	2320
33300	3868
33400	3203
33500	3172
33600	3087
33700	3589
33800	3045
33900	3060
34000	2485
34100	2855
34200	3378
34300	3612
34400	3178
34500	3096
34600	2803
34700	3174
34800	3329
34900	3457
35000	2955
35100	2819
35200	3170
35300	2778
35400	3214
35500	2899
35600	2892
35700	3774
35800	3612
35900	3377
36000	4197
36100	3224
36200	2927
36300	3560
36400	3815
36500	3604
36600	3308
36700	3501
36800	3003
36900	2664
37000	2917
37100	2831
37200	3118
37300	3005
37400	3060
37500	2954
37600	2892
37700	2729
37800	2807
37900	3091
38000	2728
38100	2809
38200	2523
38300	2957
38400	3483
38500	3208
38600	3554
38700	3353
38800	3513
38900	3868
39000	4106
39100	4029
39200	3399
39300	3917
39400	3762
39500	3943
39600	3846
39700	4055
39800	2999
39900	3058
40000	3056
40100	3075
40200	2982
40300	3091
40400	2524
40500	3037
40600	3029
40700	3037
40800	3054
40900	3132
41000	2931
41100	3059
41200	3211
41300	3056
41400	3226
41500	3286
41600	3288
41700	4342
41800	3579
41900	2698
42000	2987
42100	3872
42200	3620
42300	2982
42400	3835
42500	3606
42600	3747
42700	4341
42800	3761
42900	3983
43000	3759
43100	3783
43200	3474
43300	2891
43400	3225
43500	3912
43600	3388
43700	2571
43800	2524
43900	2968
44000	3519
44100	2905
44200	3132
44300	2992
44400	3161
44500	3262
44600	2991
44700	2895
44800	3637
44900	2878
45000	3137
45100	2978
45200	2805
45300	3420
45400	2901
45500	2765
45600	2873
45700	3405
45800	2751
45900	2936
46000	3067
46100	2863
46200	3124
46300	3089
46400	2931
46500	2714
46600	3268
46700	3132
46800	2936
46900	2476
47000	2868
47100	3170
47200	3683
47300	4028
47400	3612
47500	3465
47600	3874
47700	3949
47800	4151
47900	3074
48000	3018
48100	3514
48200	3557
48300	3936
48400	4489
48500	3279
48600	3115
48700	2663
48800	3453
48900	3156
49000	2840
49100	3032
49200	3253
49300	2800
49400	2816
49500	3315
49600	2902
49700	3124
49800	3017
49900	2953
50000	3119
50100	3139
50200	2859
50300	2838
50400	2773
50500	3395
50600	3889
50700	3478
50800	3014
50900	2911
51000	3133
51100	3247
51200	4145
51300	3665
51400	4248
51500	3647
51600	3956
51700	3297
51800	2837
51900	3128
52000	4270
52100	3455
52200	4027
52300	4163
52400	3856
52500	3785
52600	3501
52700	3742
52800	3673
52900	3948
53000	3731
53100	3689
53200	3731
53300	3927
53400	4079
53500	3362
53600	4362
53700	4291
53800	4090
53900	3976
54000	3896
54100	3781
54200	4234
54300	3633
54400	3546
54500	3715
54600	4050
54700	3605
54800	3549
54900	3552
55000	3852
55100	3313
55200	3758
55300	5144
55400	4029
55500	4255
55600	3915
55700	3790
55800	3944
55900	4470
56000	4068
56100	3996
56200	4709
56300	4064
56400	4173
56500	4810
56600	3717
56700	3443
56800	3777
56900	3660
57000	3848
57100	4094
57200	4194
57300	4532
57400	4432
57500	4496
57600	4379
57700	4328
57800	4630
57900	5181
58000	3965
58100	5107
58200	5085
58300	3751
58400	3776
58500	3984
58600	4112
58700	4348
58800	4130
58900	3741
59000	4312
59100	3800
59200	4051
59300	3933
59400	3662
59500	3681
59600	4454
59700	4364
59800	3910
59900	4167
60000	3682
60100	3776
60200	3706
60300	4406
60400	3489
60500	3560
60600	3320
60700	4096
60800	4697
60900	3558
61000	4185
61100	3672
61200	4015
61300	3719
61400	3952
