size 1
100 25740
200 61013
300 102404
400 138674
500 159974
600 174733
700 283072
800 305816
900 284359
1000 364087
1100 257011
1200 205597
1300 212063
1400 241728
1500 216491
1600 263019
1700 347822
1800 539220
1900 270351
2000 267085
2100 329531
2200 288933
2300 339972
2400 383120
2500 388270
2600 260173
2700 385735
2800 465941
2900 464659
3000 411140
3100 425233
3200 492789
3300 487507
3400 351522
3500 336061
3600 309620
3700 303075
3800 399222
3900 394349
4000 305207
4100 431576
4200 474710
4300 312807
4400 421868
4500 339345
4600 305303
4700 345857
4800 362486
4900 480665
5000 466633
5100 746643
5200 524420
5300 550905
5400 626316
5500 494300
5600 403423
5700 441009
5800 501045
5900 638655
6000 519275
6100 836287
6200 554828
6300 556831
6400 523523
6500 617397
6600 485716
6700 593349
6800 650144
6900 579217
7000 887960
7100 647372
7200 617728
7300 824804
7400 1296935
7500 1120526
7600 928585
7700 803145
7800 528095
7900 611139
8000 671778
8100 568976
8200 635688
8300 676264
8400 725815
8500 606827
8600 803916
8700 789004
8800 539793
8900 579510
9000 609081
9100 607829
9200 812199
9300 771964
9400 768591
9500 1044633
9600 679106
9700 1158403
9800 683257
9900 855139
10000 878990
10100 1080583
10200 630708
10300 756114
10400 860769
10500 1019538
10600 773540
10700 845592
10800 1000439
10900 944038
11000 1124529
11100 751135
11200 871404
11300 596693
11400 1186746
11500 659999
11600 1243989
11700 754545
11800 1215472
11900 572653
12000 636869
12100 1118111
12200 1031558
12300 820450
12400 1347533
12500 856577
12600 873598
12700 861614
12800 649070
12900 649503
13000 1500592
13100 1233458
13200 985535
13300 1015188
13400 952416
13500 925920
13600 849937
13700 695328
13800 753698
13900 1290928
14000 1025575
14100 1375608
14200 780228
14300 1064487
14400 776319
14500 816149
14600 1233545
14700 1753879
14800 892441
14900 1448237
15000 1356707
15100 1494994
15200 1069230
15300 1346234
15400 1115904
15500 928509
15600 871131
15700 1034813
15800 869541
15900 831858
16000 1133253
16100 1080974
16200 1230924
16300 1034490
16400 1992037
16500 894027
16600 1009786
16700 1378625
16800 1681681
16900 1981425
17000 1082974
17100 1140087
17200 1190166
17300 1000449
17400 2821387
17500 1495403
17600 1562061
17700 1651446
17800 2438971
17900 2186890
18000 1243984
18100 1707947
18200 2508437
18300 1844103
18400 1999333
18500 1935275
18600 1492861
18700 1186761
18800 1288314
18900 1095236
19000 828935
19100 1040874
19200 1242181
19300 1168572
19400 1056751
19500 845120
19600 1078528
19700 1368184
19800 1436332
19900 1722538
20000 1631972
20100 1081699
20200 973180
20300 2005619
20400 1031337
20500 1085693
20600 1303184
20700 1134058
20800 1326744
20900 1454272
21000 1742074
21100 1435218
21200 2246036
21300 1290719
21400 1280144
21500 1114984
21600 1512367
21700 1417658
21800 1386743
21900 1339076
22000 1764419
22100 2125538
22200 1697824
22300 1430029
22400 1477477
22500 1601358
22600 1228593
22700 1336976
22800 1509775
22900 1291965
23000 1712932
23100 2089289
23200 1486427
23300 1314043
23400 1166455
23500 1105059
23600 1515870
23700 1883026
23800 1394826
23900 1134618
24000 1341641
24100 1296898
24200 1510258
24300 2058154
24400 1611151
24500 1533650
24600 1202435
24700 1758871
24800 2783074
24900 1848928
25000 1334040
25100 2053555
25200 1671191
25300 1608188
25400 1685192
25500 2235382
25600 1895601
25700 1197288
25800 3498954
25900 1310556
26000 1628166
26100 1272906
26200 1592850
26300 1951517
26400 1305588
26500 2748544
26600 1622139
26700 2970430
