size 1
100 14277
200 25209
300 81278
400 7214
500 22644
600 2926
700 7014
800 4389
900 3777
1000 20961
1100 14679
1200 3997
1300 12804
1400 17153
1500 16713
1600 8677
1700 7184
1800 12234
1900 24327
2000 14197
2100 7535
2200 4880
2300 11472
2400 6903
2500 6293
2600 4980
2700 4960
2800 4769
2900 6232
3000 8075
3100 10200
3200 8476
3300 5951
3400 6031
3500 7314
3600 7535
3700 9007
3800 4559
3900 5671
4000 6773
4100 5400
4200 4809
4300 6102
4400 7124
4500 5832
4600 8707
4700 6252
4800 5511
4900 5430
5000 9128
5100 10270
5200 19218
5300 12174
5400 5511
5500 6082
5600 7164
5700 6884
5800 8617
5900 6823
6000 9578
6100 7314
6200 6874
6300 13356
6400 22734
6500 10260
6600 8847
6700 5651
6800 5130
6900 5381
7000 5711
7100 5691
7200 10120
7300 6673
7400 5901
7500 6733
7600 5671
7700 6482
7800 12134
7900 7314
8000 4328
8100 8436
8200 6423
8300 7836
8400 5621
8500 9288
8600 6954
8700 7034
8800 8026
8900 6693
9000 6963
9100 8346
9200 8707
9300 7936
9400 7124
9500 8337
9600 7825
9700 5571
9800 7535
9900 8076
10000 9398
10100 8466
10200 10541
10300 16502
10400 7765
10500 6563
10600 8636
10700 11031
10800 13616
10900 8226
11000 11302
11100 6613
11200 6112
11300 10982
11400 6492
11500 8266
11600 7945
11700 6213
11800 7114
11900 12314
12000 10130
12100 11763
12200 7494
12300 6974
12400 11002
12500 11692
12600 10701
12700 10239
12800 12404
12900 8146
13000 10921
13100 13636
13200 8116
13300 9278
13400 14489
13500 12274
13600 8577
13700 11282
13800 12966
13900 8457
14000 11904
14100 12134
14200 14689
14300 8016
14400 10660
14500 11312
14600 13537
14700 8416
14800 10330
14900 12704
15000 11803
15100 10290
15200 6804
15300 13917
15400 12455
15500 10641
15600 14148
15700 7324
15800 8597
15900 11783
16000 10711
16100 14569
16200 13997
16300 16051
16400 10721
16500 14288
16600 14658
16700 13226
16800 11623
16900 10300
17000 12354
17100 10701
17200 14188
17300 7224
17400 12234
17500 13235
17600 12935
17700 11823
17800 11382
17900 14138
18000 13075
18100 14278
18200 12684
18300 13917
18400 12054
18500 13537
18600 15099
18700 13807
18800 13105
18900 14648
19000 14839
19100 12414
19200 16442
19300 19908
19400 14889
19500 14869
19600 13827
19700 13647
19800 12584
19900 14448
20000 11343
20100 12124
20200 13326
20300 15450
20400 15280
20500 12765
20600 12224
20700 15861
20800 10972
20900 12604
21000 16472
21100 16061
21200 12995
21300 11944
21400 14468
21500 14859
21600 15099
21700 10912
21800 18626
21900 10260
22000 11533
22100 14679
22200 15730
22300 12554
22400 11863
22500 14178
22600 13847
22700 16131
22800 15951
22900 16813
23000 20991
23100 15821
23200 13316
23300 10771
23400 15169
23500 15500
23600 15931
23700 18035
23800 17865
23900 16622
24000 12585
24100 16162
24200 16011
24300 17274
24400 18676
24500 13076
24600 18276
24700 14638
24800 15290
24900 16352
25000 15710
25100 19969
25200 21491
25300 13135
25400 12043
25500 20280
25600 17784
25700 16843
25800 16442
25900 19558
26000 18887
26100 16412
26200 12164
26300 24237
26400 19408
26500 14639
26600 14458
26700 20099
26800 16773
26900 20880
27000 17374
27100 18175
27200 16071
27300 18537
27400 20370
27500 18566
27600 20681
27700 17664
27800 15480
27900 20770
28000 18947
28100 16753
28200 19658
28300 17734
28400 16793
28500 21892
28600 15730
28700 23426
28800 23225
28900 19568
29000 16101
29100 19348
29200 19288
29300 21813
29400 15640
29500 16954
29600 17174
29700 22945
29800 19067
29900 16793
30000 20861
30100 17955
30200 14268
30300 23555
30400 12684
30500 18686
30600 18085
30700 16272
30800 19759
30900 17885
31000 21101
31100 18977
31200 20560
31300 18315
31400 18396
31500 22704
31600 19037
31700 22685
31800 17605
31900 19789
32000 18927
32100 17945
32200 18627
32300 23746
32400 22123
32500 19678
32600 17644
32700 19608
32800 20650
32900 20660
33000 21431
33100 23245
33200 22454
33300 24007
33400 15180
33500 20359
33600 16112
33700 19418
33800 19798
33900 21923
34000 20750
34100 22554
34200 20961
34300 22434
34400 16923
34500 17544
34600 23977
34700 18977
34800 19889
34900 16532
35000 17594
35100 19649
35200 19358
35300 26541
35400 18536
35500 20250
35600 17714
35700 21081
35800 21963
35900 19378
36000 21341
36100 22584
36200 20500
36300 22413
36400 20931
36500 18947
36600 27113
36700 19738
36800 21521
36900 23736
37000 21041
37100 17705
37200 20891
37300 19518
37400 21511
37500 22313
37600 22774
37700 15671
37800 23275
37900 20350
38000 20530
38100 16612
38200 19949
38300 17674
38400 24217
38500 21683
38600 21973
38700 22213
38800 27534
38900 25249
39000 23505
39100 21001
39200 29267
39300 19027
39400 19518
39500 24638
39600 19207
39700 18616
39800 26582
39900 19497
40000 19578
40100 22173
40200 24868
40300 21882
40400 22013
40500 22073
40600 31041
40700 25449
40800 21622
40900 25149
41000 20951
41100 18306
41200 18526
41300 18075
41400 20470
41500 19508
41600 20470
41700 24328
41800 22353
41900 25049
42000 21933
42100 25139
42200 24227
42300 22303
42400 20851
42500 22173
42600 22865
42700 27684
42800 24427
42900 20300
43000 21461
43100 22143
43200 21953
43300 26291
43400 22353
43500 22764
43600 30389
43700 23355
43800 27624
43900 25831
44000 28205
44100 23746
44200 22914
44300 25389
44400 22384
44500 24368
44600 25530
44700 28646
44800 23085
44900 19888
45000 24558
45100 29788
45200 18686
45300 27634
45400 29387
45500 22725
45600 26091
45700 18065
45800 29618
45900 27443
46000 21593
46100 19999
46200 22955
46300 28606
46400 27884
46500 21521
46600 27434
46700 21461
46800 30589
46900 29016
47000 25039
47100 24918
47200 29568
47300 27975
47400 25019
47500 22574
47600 23035
47700 26511
47800 25169
47900 27063
48000 28054
48100 27514
48200 23516
48300 22203
48400 29828
48500 27764
48600 21071
48700 26732
48800 26071
48900 24798
49000 25489
49100 27353
49200 61580
49300 23676
49400 26441
49500 30730
49600 22484
49700 25811
49800 21141
49900 25569
50000 29598
50100 26040
50200 20931
50300 31061
50400 25570
50500 31231
50600 25139
50700 24969
50800 29798
50900 24708
51000 34207
51100 22694
51200 40388
51300 22294
51400 27664
51500 27443
51600 24067
51700 24157
51800 23986
51900 21843
52000 27103
52100 23125
52200 30800
52300 26662
52400 28716
52500 31903
52600 26391
52700 28195
52800 27213
52900 30329
53000 28596
53100 29317
53200 24157
53300 32774
53400 27523
53500 31230
53600 28014
53700 23917
53800 27143
53900 36050
54000 27714
54100 26542
54200 31611
54300 33676
54400 28837
54500 29237
54600 26752
54700 26111
54800 25650
54900 23596
55000 24898
55100 33205
55200 38645
55300 32443
55400 36050
55500 28004
55600 28696
55700 34206
55800 40679
55900 30850
56000 33715
56100 32503
56200 34177
56300 30509
56400 27524
56500 32413
56600 31772
56700 31021
56800 35189
56900 39357
57000 29056
57100 33135
57200 30720
57300 33014
57400 30068
57500 34176
57600 31221
57700 31230
57800 27584
57900 35780
58000 57672
58100 35680
58200 36200
58300 36571
58400 27774
58500 32443
58600 31331
58700 31442
58800 33365
58900 31071
59000 30670
59100 26141
59200 30138
59300 36561
59400 27914
59500 31902
59600 26472
59700 35358
59800 24268
59900 29528
60000 29438
60100 25109
